GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
77608	St. James, MO Urban Cluster	C	6294068	12145	2.43	0.005	37.999846	-91.617257                                                                                                                       
77618	St. James, NC Urban Cluster	C	8065604	9174	3.114	0.004	33.938573	-78.113347                                                                                                                       
77635	St. Johns, AZ Urban Cluster	C	5578057	5401	2.154	0.002	34.503291	-109.379494                                                                                                                      
77662	St. Johns, MI Urban Cluster	C	10926372	47063	4.219	0.018	42.991428	-84.558099                                                                                                                     
77689	St. Johnsbury, VT Urban Cluster	C	8658804	122278	3.343	0.047	44.433253	-72.012046                                                                                                                 
77716	St. Joseph, IL Urban Cluster	C	7743953	10463	2.99	0.004	40.117647	-88.033846                                                                                                                      
77743	St. Joseph, MO--KS Urbanized Area	U	108155920	336583	41.759	0.13	39.75655	-94.830405                                                                                                              
77770	St. Louis, MO--IL Urbanized Area	U	2391408204	30321357	923.328	11.707	38.630705	-90.340926                                                                                                        
77797	St. Maries, ID Urban Cluster	C	3429395	16323	1.324	0.006	47.316543	-116.574805                                                                                                                    
77824	St. Martinville, LA Urban Cluster	C	12646255	224901	4.883	0.087	30.129085	-91.835324                                                                                                              
77841	St. Marys, KS Urban Cluster	C	2695975	0	1.041	0.	39.195352	-96.066603                                                                                                                             
77851	St. Marys, OH Urban Cluster	C	13782276	50356	5.321	0.019	40.542817	-84.399716                                                                                                                     
77878	St. Marys, PA Urban Cluster	C	17284068	874	6.673	0.	41.421277	-78.534956                                                                                                                          
77905	St. Marys, WV--OH Urban Cluster	C	6767091	19918	2.613	0.008	39.398033	-81.220841                                                                                                                  
77932	St. Marys--Kingsland, GA Urban Cluster	C	81876744	1419357	31.613	0.548	30.773205	-81.605925                                                                                                       
77986	St. Pauls, NC Urban Cluster	C	5976255	0	2.307	0.	34.81361	-78.971211                                                                                                                              
78013	St. Peter, MN Urban Cluster	C	11992193	219877	4.63	0.085	44.325972	-93.966904                                                                                                                     
78026	St. Simons, GA Urban Cluster	C	23194437	291714	8.955	0.113	31.179098	-81.384254                                                                                                                   
78067	Salamanca, NY Urban Cluster	C	8325595	389986	3.215	0.151	42.160643	-78.727677                                                                                                                     
78094	Salem, IL Urban Cluster	C	14290377	167909	5.518	0.065	38.625803	-88.971007                                                                                                                        
78121	Salem, IN Urban Cluster	C	10020133	5748	3.869	0.002	38.604444	-86.101723                                                                                                                          
78148	Salem, MO Urban Cluster	C	8990095	0	3.471	0.	37.642329	-91.540983                                                                                                                                 
78175	Salem, NJ Urban Cluster	C	7211796	57177	2.784	0.022	39.564963	-75.476359                                                                                                                          
78202	Salem, OH Urban Cluster	C	29979217	30854	11.575	0.012	40.901486	-80.839736                                                                                                                        
78229	Salem, OR Urbanized Area	U	196631421	998359	75.92	0.385	44.93414	-123.010267                                                                                                                      
78256	Salida, CO Urban Cluster	C	12689378	0	4.899	0.	38.535094	-106.007331                                                                                                                              
78283	Salina, KS Urban Cluster	C	59369345	36699	22.923	0.014	38.81492	-97.612054                                                                                                                        
78310	Salinas, CA Urbanized Area	U	126976632	380685	49.026	0.147	36.705002	-121.66399                                                                                                                   
78364	Salisbury, MD--DE Urbanized Area	U	183179347	5373171	70.726	2.075	38.42574	-75.550614                                                                                                             
78418	Sallisaw, OK Urban Cluster	C	13945216	63931	5.384	0.025	35.460432	-94.795125                                                                                                                      
78445	Salmon, ID Urban Cluster	C	5297075	94212	2.045	0.036	45.177795	-113.899236                                                                                                                        
78472	Saltillo, MS Urban Cluster	C	11254200	73981	4.345	0.029	34.373667	-88.690258                                                                                                                      
78499	Salt Lake City--West Valley City, UT Urbanized Area	U	719701603	553911	277.878	0.214	40.640838	-111.929515                                                                                        
78526	Saluda, SC Urban Cluster	C	5694040	0	2.198	0.	34.004036	-81.771437                                                                                                                                
78553	San Angelo, TX Urbanized Area	U	121503374	2046872	46.913	0.79	31.440632	-100.46049                                                                                                                
78580	San Antonio, TX Urbanized Area	U	1547447607	9035408	597.473	3.489	29.514399	-98.475376                                                                                                            
78607	San Carlos, AZ Urban Cluster	C	10801985	1106	4.171	0.	33.35565	-110.457667                                                                                                                        
78634	Sandersville, GA Urban Cluster	C	18117997	40366	6.995	0.016	32.97501	-82.807381                                                                                                                   
78661	San Diego, CA Urbanized Area	U	1900801878	70684052	733.904	27.291	32.928728	-117.128799                                                                                                           
78688	San Diego, TX Urban Cluster	C	4769405	0	1.841	0.	27.758661	-98.239712                                                                                                                             
78715	Sandpoint, ID Urban Cluster	C	21662291	3014573	8.364	1.164	48.268536	-116.548387                                                                                                                  
78742	Sandusky, MI Urban Cluster	C	4631249	6492	1.788	0.003	43.420193	-82.831795                                                                                                                        
78769	Sandusky, OH Urban Cluster	C	78214025	1673068	30.199	0.646	41.420209	-82.680777                                                                                                                   
78823	Sandy, OR Urban Cluster	C	8124061	2984	3.137	0.001	45.397667	-122.26627                                                                                                                           
78850	Sanford, ME Urban Cluster	C	16760379	350678	6.471	0.135	43.435951	-70.764266                                                                                                                      
78877	Sanford, NC Urban Cluster	C	74963845	1841424	28.944	0.711	35.461423	-79.173084                                                                                                                    
78904	San Francisco--Oakland, CA Urbanized Area	U	1356434232	24612696	523.722	9.503	37.684933	-122.17118                                                                                                
78931	Sanger, CA Urban Cluster	C	14646914	0	5.655	0.	36.696588	-119.565047                                                                                                                              
78958	Sanger, TX Urban Cluster	C	7921396	20813	3.058	0.008	33.354733	-97.178689                                                                                                                         
78985	San Germán--Cabo Rojo--Sabana Grande, PR Urbanized Area	U	247218925	1664720	95.452	0.643	18.067652	-67.078194                                                                                     
79012	San Joaquin, CA Urban Cluster	C	2466572	0	0.952	0.	36.606981	-120.187815                                                                                                                          
79039	San Jose, CA Urbanized Area	U	739557296	1256263	285.545	0.485	37.329845	-121.945145                                                                                                               
79066	San Jose (Tinian Municipality), MP Urban Cluster	C	9613531	356489	3.712	0.138	14.977796	+145.625653                                                                                               
79093	San Juan, PR Urbanized Area	U	2245195086	24466640	866.875	9.447	18.288174	-66.116246                                                                                                              
79120	San Luis, AZ Urban Cluster	C	9224376	54603	3.562	0.021	32.495152	-114.771548                                                                                                                      
79147	San Luis Obispo, CA Urbanized Area	U	52862703	31079	20.41	0.012	35.279183	-120.665546                                                                                                             
79174	San Manuel, AZ Urban Cluster	C	2514821	0	0.971	0.	32.605045	-110.630614                                                                                                                           
79201	San Marcos, TX Urbanized Area	U	68740537	476961	26.541	0.184	29.867189	-97.921715                                                                                                                 
79255	San Saba, TX Urban Cluster	C	4261839	0	1.646	0.	31.195639	-98.727876                                                                                                                              
79282	Santa Barbara, CA Urbanized Area	U	144617575	888172	55.837	0.343	34.42747	-119.724102                                                                                                             
79309	Santa Clarita, CA Urbanized Area	U	198796747	144736	76.756	0.056	34.429766	-118.523096                                                                                                            
79336	Santa Cruz, CA Urbanized Area	U	151033753	436708	58.314	0.169	37.053982	-121.99907                                                                                                                
79363	Santa Fe, NM Urbanized Area	U	137815683	141396	53.211	0.055	35.643409	-106.007638                                                                                                                 
79390	Santa Isabel, PR Urban Cluster	C	12708399	90679	4.907	0.035	17.972338	-66.418372                                                                                                                  
79417	Santa Maria, CA Urbanized Area	U	75460207	171671	29.135	0.066	34.911814	-120.438878                                                                                                               
79444	Santa Paula, CA Urban Cluster	C	11381968	8195	4.395	0.003	34.353989	-119.069052                                                                                                                   
79471	Santaquin, UT Urban Cluster	C	22472588	112115	8.677	0.043	39.966326	-111.797478                                                                                                                   
79498	Santa Rosa, CA Urbanized Area	U	253793906	517250	97.99	0.2	38.444378	-122.740631                                                                                                                  
79525	Santa Rosa, NM Urban Cluster	C	5664009	16622	2.187	0.006	34.936812	-104.686005                                                                                                                    
79537	Santa Rosa Beach, FL Urban Cluster	C	20152058	351780	7.781	0.136	30.376503	-86.249411                                                                                                             
79552	Santo Domingo Pueblo, NM Urban Cluster	C	2640232	0	1.019	0.	35.513697	-106.359188                                                                                                                 
79579	Saranac Lake, NY Urban Cluster	C	11561824	368653	4.464	0.142	44.324583	-74.130354                                                                                                                 
79606	Sarasota--Bradenton, FL Urbanized Area	U	846058961	105481507	326.665	40.727	27.303534	-82.475257                                                                                                  
79633	Saratoga Springs, NY Urbanized Area	U	117799068	1644890	45.482	0.635	43.066707	-73.808135                                                                                                         
79687	Sauk Centre, MN Urban Cluster	C	7930413	657184	3.062	0.254	45.736472	-94.952729                                                                                                                   
79714	Sault Ste. Marie, MI Urban Cluster	C	15146696	185470	5.848	0.072	46.479105	-84.359754                                                                                                             
79741	Savanna, IL--IA Urban Cluster	C	5090657	2562712	1.966	0.989	42.089345	-90.152163                                                                                                                  
79768	Savannah, GA Urbanized Area	U	430467578	12218374	166.204	4.718	32.044852	-81.15173                                                                                                                
79795	Savannah, MO Urban Cluster	C	7681654	12713	2.966	0.005	39.935801	-94.827185                                                                                                                       
79822	Savannah, TN Urban Cluster	C	20157437	2353	7.783	0.001	35.219076	-88.235025                                                                                                                       
79834	Saw Creek, PA Urban Cluster	C	14600253	72754	5.637	0.028	41.105659	-75.049884                                                                                                                     
79876	Sayre, OK Urban Cluster	C	3596707	0	1.389	0.	35.298753	-99.638107                                                                                                                                 
79903	Sayre--Waverly, PA--NY Urban Cluster	C	24232640	479650	9.356	0.185	41.978566	-76.522382                                                                                                           
79930	Schulenburg, TX Urban Cluster	C	4452080	0	1.719	0.	29.680684	-96.908753                                                                                                                           
79957	Schuyler, NE Urban Cluster	C	6566636	149285	2.535	0.058	41.4499	-97.065277                                                                                                                        
80011	Scott City, KS Urban Cluster	C	3893069	0	1.503	0.	38.479778	-100.909044                                                                                                                           
80038	Scott City, MO Urban Cluster	C	10953954	2368	4.229	0.001	37.21744	-89.540847                                                                                                                      
80065	Scottsbluff, NE Urban Cluster	C	34142064	222703	13.182	0.086	41.854912	-103.667671                                                                                                                
80092	Scottsboro, AL Urban Cluster	C	28780084	527139	11.112	0.204	34.649626	-86.035144                                                                                                                  
80119	Scottsburg, IN Urban Cluster	C	18791467	28595	7.255	0.011	38.692115	-85.795495                                                                                                                    
80173	Scottsville, KY Urban Cluster	C	10336781	12447	3.991	0.005	36.748632	-86.197472                                                                                                                   
80227	Scranton, PA Urbanized Area	U	442427717	8106857	170.822	3.13	41.486148	-75.669263                                                                                                                 
80281	Sealy, TX Urban Cluster	C	8025509	48592	3.099	0.019	29.774804	-96.155299                                                                                                                          
80308	Searcy, AR Urban Cluster	C	60693234	544723	23.434	0.21	35.241497	-91.706014                                                                                                                       
80335	Seaside, OR Urban Cluster	C	13549460	379507	5.231	0.147	46.005189	-123.91001                                                                                                                      
80362	Seaside--Monterey, CA Urbanized Area	U	100229204	586335	38.699	0.226	36.61339	-121.845487                                                                                                         
80389	Seattle, WA Urbanized Area	U	2614784972	174294695	1009.574	67.296	47.468409	-122.274661                                                                                                           
80400	Sebastian--Vero Beach South--Florida Ridge, FL Urbanized Area	U	250440515	25852485	96.696	9.982	27.663389	-80.422796                                                                              
80416	Sebring--Avon Park, FL Urbanized Area	U	119522564	10090843	46.148	3.896	27.491519	-81.443159                                                                                                      
80443	Sedalia, MO Urban Cluster	C	48720255	300377	18.811	0.116	38.695271	-93.230193                                                                                                                     
80470	Sedona, AZ Urban Cluster	C	12103006	54292	4.673	0.021	34.861648	-111.784246                                                                                                                       
80497	Seguin, TX Urban Cluster	C	40868100	542103	15.779	0.209	29.571717	-97.9679                                                                                                                        
80524	Selma, AL Urban Cluster	C	43710872	310809	16.877	0.12	32.410462	-87.034721                                                                                                                        
80551	Selma, CA Urban Cluster	C	32473566	0	12.538	0.	36.566927	-119.608784                                                                                                                              
80578	Selmer, TN Urban Cluster	C	12114188	0	4.677	0.	35.172845	-88.591575                                                                                                                               
80605	Seminole, OK Urban Cluster	C	8911964	0	3.441	0.	35.233169	-96.67702                                                                                                                               
80632	Seminole, TX Urban Cluster	C	7872107	0	3.039	0.	32.717032	-102.65245                                                                                                                              
80659	Senatobia, MS Urban Cluster	C	10034996	0	3.875	0.	34.617892	-89.977968                                                                                                                            
80671	Seneca, SC Urban Cluster	C	85927563	2297374	33.177	0.887	34.69971	-82.946247                                                                                                                      
80686	Sequim, WA Urban Cluster	C	63353747	0	24.461	0.	48.09389	-123.136488                                                                                                                              
80695	Seven Lakes, NC Urban Cluster	C	9995037	4259254	3.859	1.645	35.260584	-79.580844                                                                                                                  
80704	Severance, CO Urban Cluster	C	3997330	0	1.543	0.	40.525712	-104.852849                                                                                                                            
80713	Sevierville, TN Urban Cluster	C	64765279	0	25.006	0.	35.833848	-83.554557                                                                                                                         
80740	Seville, OH Urban Cluster	C	17864438	3989	6.897	0.002	41.015033	-81.870095                                                                                                                        
80767	Seward, NE Urban Cluster	C	6903009	2273	2.665	0.001	40.914262	-97.093022                                                                                                                          
80794	Seymour, IN Urban Cluster	C	35090857	80713	13.549	0.031	38.955122	-85.883768                                                                                                                      
80848	Seymour (Outagamie County), WI Urban Cluster	C	5704948	0	2.203	0.	44.512495	-88.328703                                                                                                            
80875	Shady Cove, OR Urban Cluster	C	6437301	249582	2.485	0.096	42.617609	-122.813268                                                                                                                   
80902	Shady Side--Deale, MD Urban Cluster	C	25499346	4488825	9.845	1.733	38.821867	-76.532777                                                                                                           
80929	Shafter, CA Urban Cluster	C	9949769	0	3.842	0.	35.496323	-119.277922                                                                                                                              
80956	Shallowater, TX Urban Cluster	C	4021536	0	1.553	0.	33.693835	-101.995006                                                                                                                          
80985	Shamokin--Mount Carmel, PA Urban Cluster	C	21204466	46413	8.187	0.018	40.804052	-76.468377                                                                                                        
81002	Shannondale, WV Urban Cluster	C	6737385	0	2.601	0.	39.216662	-77.810191                                                                                                                           
81064	Shawano, WI Urban Cluster	C	16432181	569220	6.345	0.22	44.786929	-88.575582                                                                                                                       
81091	Shawnee, OK Urban Cluster	C	57295196	116876	22.122	0.045	35.33947	-96.921682                                                                                                                      
81118	Sheboygan, WI Urbanized Area	U	86757647	1169544	33.497	0.452	43.75001	-87.75764                                                                                                                   
81172	Shelby, MT Urban Cluster	C	3733108	0	1.441	0.	48.506827	-111.867072                                                                                                                               
81199	Shelby, NC Urban Cluster	C	75516638	5369246	29.157	2.073	35.286751	-81.505757                                                                                                                     
81226	Shelby, OH Urban Cluster	C	13064058	163395	5.044	0.063	40.883498	-82.662449                                                                                                                       
81253	Shelbyville, IL Urban Cluster	C	7712423	0	2.978	0.	39.408361	-88.809592                                                                                                                           
81280	Shelbyville, IN Urban Cluster	C	27183064	264879	10.495	0.102	39.5273	-85.776561                                                                                                                   
81307	Shelbyville, KY Urban Cluster	C	35561360	466055	13.73	0.18	38.213446	-85.263049                                                                                                                   
81334	Shelbyville, TN Urban Cluster	C	34934428	0	13.488	0.	35.488223	-86.450406                                                                                                                         
81361	Sheldon, IA Urban Cluster	C	5322814	0	2.055	0.	43.182339	-95.843959                                                                                                                               
81388	Shelley, ID Urban Cluster	C	5270577	0	2.035	0.	43.380248	-112.126258                                                                                                                              
81415	Shelton, WA Urban Cluster	C	47208236	1222105	18.227	0.472	47.233573	-123.090367                                                                                                                   
81442	Shenandoah, IA Urban Cluster	C	10765548	0	4.157	0.	40.752871	-95.372944                                                                                                                           
81472	Shenandoah--Mahanoy City--Frackville, PA Urban Cluster	C	29667890	423259	11.455	0.163	40.790196	-76.200589                                                                                        
81496	Shepherdstown, WV--MD Urban Cluster	C	9272982	85291	3.58	0.033	39.438716	-77.786536                                                                                                               
81523	Sheridan, AR Urban Cluster	C	8916875	0	3.443	0.	34.307161	-92.40381                                                                                                                               
81550	Sheridan, IN Urban Cluster	C	3868490	2453	1.494	0.001	40.131149	-86.224824                                                                                                                        
81577	Sheridan, OR Urban Cluster	C	8335629	158433	3.218	0.061	45.099418	-123.403494                                                                                                                     
81604	Sheridan, WY Urban Cluster	C	33890106	49823	13.085	0.019	44.786575	-106.961977                                                                                                                    
81631	Sherman, TX Urbanized Area	U	93120894	477561	35.954	0.184	33.681629	-96.583595                                                                                                                    
81658	Shippensburg, PA Urban Cluster	C	25348477	72685	9.787	0.028	40.052306	-77.507523                                                                                                                  
81685	Shiprock, NM Urban Cluster	C	11128974	2092	4.297	0.001	36.785763	-108.684893                                                                                                                      
81701	Shorewood Forest, IN Urban Cluster	C	6537085	876673	2.524	0.338	41.46217	-87.164866                                                                                                               
81712	Show Low, AZ Urban Cluster	C	23133822	0	8.932	0.	34.236165	-110.054448                                                                                                                            
81739	Shreveport, LA Urbanized Area	U	479423386	6154081	185.106	2.376	32.487288	-93.756205                                                                                                              
81766	Sibley, IA Urban Cluster	C	2766531	0	1.068	0.	43.402349	-95.744928                                                                                                                                
81793	Sidney, MT Urban Cluster	C	10275746	0	3.967	0.	47.711934	-104.176354                                                                                                                              
81820	Sidney, NE Urban Cluster	C	8216317	0	3.172	0.	41.136623	-102.978307                                                                                                                               
81847	Sidney, NY Urban Cluster	C	9943384	151108	3.839	0.058	42.32353	-75.367503                                                                                                                         
81874	Sidney, OH Urban Cluster	C	29559958	342606	11.413	0.132	40.293747	-84.162927                                                                                                                      
81889	Sierra View--Indian Mountain Lake, PA Urban Cluster	C	103874788	463636	40.106	0.179	40.964514	-75.463484                                                                                          
81901	Sierra Vista, AZ Urbanized Area	U	78401605	50937	30.271	0.02	31.535568	-110.285492                                                                                                                
81928	Sikeston, MO Urban Cluster	C	21384102	27301	8.256	0.011	36.878713	-89.581313                                                                                                                      
81955	Siler City, NC Urban Cluster	C	17915055	45533	6.917	0.018	35.73286	-79.460569                                                                                                                     
81982	Siloam Springs, AR--OK Urban Cluster	C	37292438	205518	14.399	0.079	36.200693	-94.536272                                                                                                          
82009	Silsbee, TX Urban Cluster	C	29654285	198013	11.45	0.076	30.353611	-94.197117                                                                                                                      
82023	Silt, CO Urban Cluster	C	3131506	0	1.209	0.	39.549924	-107.65217                                                                                                                                  
82036	Silver City, NM Urban Cluster	C	26324254	56559	10.164	0.022	32.77845	-108.266015                                                                                                                  
82063	Silver Creek, NY Urban Cluster	C	6725765	17807	2.597	0.007	42.551606	-79.149167                                                                                                                   
82076	Silver Lakes, CA Urban Cluster	C	5768549	1031337	2.227	0.398	34.750808	-117.344111                                                                                                                
82090	Silverthorne--Frisco, CO Urban Cluster	C	23362733	77606	9.02	0.03	39.648006	-106.079055                                                                                                           
82117	Silverton, OR Urban Cluster	C	10037455	42776	3.875	0.017	45.003668	-122.775459                                                                                                                    
82144	Simi Valley, CA Urbanized Area	U	81458170	1758367	31.451	0.679	34.269707	-118.746872                                                                                                              
82171	Sinton, TX Urban Cluster	C	5761172	0	2.224	0.	28.033549	-97.506801                                                                                                                                
82198	Sioux Center, IA Urban Cluster	C	9374791	0	3.62	0.	43.078103	-96.171529                                                                                                                           
82225	Sioux City, IA--NE--SD Urbanized Area	U	140822931	2083055	54.372	0.804	42.482033	-96.401324                                                                                                       
82252	Sioux Falls, SD Urbanized Area	U	166333114	1141574	64.222	0.441	43.533494	-96.735632                                                                                                              
82279	Sissonville, WV Urban Cluster	C	7403095	45494	2.858	0.018	38.48499	-81.672396                                                                                                                     
82306	Sitka, AK Urban Cluster	C	10511568	95453	4.059	0.037	57.079226	-135.376622                                                                                                                        
82333	Skaneateles, NY Urban Cluster	C	7278881	0	2.81	0.	42.950946	-76.428028                                                                                                                            
82360	Skiatook, OK Urban Cluster	C	9591704	68946	3.703	0.027	36.363587	-96.016739                                                                                                                       
82387	Skowhegan, ME Urban Cluster	C	8010379	105055	3.093	0.041	44.778149	-69.712196                                                                                                                     
82414	Slaton, TX Urban Cluster	C	6555998	11252	2.531	0.004	33.435263	-101.649413                                                                                                                        
82441	Sleepy Eye, MN Urban Cluster	C	3876487	0	1.497	0.	44.29718	-94.722758                                                                                                                             
82468	Slidell, LA Urbanized Area	U	151066177	6015634	58.327	2.323	30.294417	-89.791275                                                                                                                  
82495	Slippery Rock, PA Urban Cluster	C	8467492	0	3.269	0.	41.062533	-80.050842                                                                                                                         
82522	Smithfield, NC Urban Cluster	C	60666692	155700	23.424	0.06	35.530612	-78.35842                                                                                                                    
82549	Smithfield, VA Urban Cluster	C	24807855	287944	9.578	0.111	36.980035	-76.592987                                                                                                                   
82562	Smithton, IL Urban Cluster	C	6165655	309522	2.381	0.12	38.393114	-89.995877                                                                                                                       
82603	Smithville, TN Urban Cluster	C	8268357	0	3.192	0.	35.953726	-85.826117                                                                                                                            
82630	Smithville, TX Urban Cluster	C	5195407	4225	2.006	0.002	30.005703	-97.151835                                                                                                                      
82641	Smithville North, MO Urban Cluster	C	4065564	0	1.57	0.	39.436391	-94.563015                                                                                                                       
82665	Sneads Ferry, NC Urban Cluster	C	13905813	1098096	5.369	0.424	34.540524	-77.383919                                                                                                                
82675	Snoqualmie, WA Urban Cluster	C	30924584	317734	11.94	0.123	47.497624	-121.788849                                                                                                                  
82684	Snowflake, AZ Urban Cluster	C	12803233	0	4.943	0.	34.513352	-110.088908                                                                                                                           
82711	Snyder, TX Urban Cluster	C	17774554	72772	6.863	0.028	32.71458	-100.9148                                                                                                                          
82724	Social Circle, GA Urban Cluster	C	9240926	53201	3.568	0.021	33.670125	-83.718433                                                                                                                  
82738	Socorro, NM Urban Cluster	C	15972080	25853	6.167	0.01	34.06402	-106.898182                                                                                                                        
82765	Soda Springs, ID Urban Cluster	C	5937378	132294	2.292	0.051	42.683264	-111.584805                                                                                                                 
82792	Sodus, NY Urban Cluster	C	6019480	0	2.324	0.	43.239049	-77.061871                                                                                                                                 
82819	Soldotna, AK Urban Cluster	C	18839582	634830	7.274	0.245	60.48282	-151.111367                                                                                                                     
82846	Soledad, CA Urban Cluster	C	10761051	23207	4.155	0.009	36.431116	-121.329208                                                                                                                      
82873	Solvang--Buellton--Santa Ynez, CA Urban Cluster	C	19749990	2246	7.626	0.001	34.626478	-120.100955                                                                                                 
82900	Somerset, KY Urban Cluster	C	89463980	1394276	34.542	0.538	37.064894	-84.626324                                                                                                                   
82913	Somerset, MI Urban Cluster	C	8693475	3311462	3.357	1.279	42.058488	-84.41297                                                                                                                      
82927	Somerset, PA Urban Cluster	C	20257632	0	7.822	0.	40.006313	-79.066914                                                                                                                             
82937	Somerset, WI Urban Cluster	C	5255725	0	2.029	0.	45.127559	-92.672078                                                                                                                              
82981	Somerton, AZ Urban Cluster	C	19756566	3867	7.628	0.001	32.580192	-114.647366                                                                                                                      
83008	Sonoma, CA Urban Cluster	C	32189596	0	12.428	0.	38.299142	-122.476541                                                                                                                             
83062	Sonora, TX Urban Cluster	C	5021296	0	1.939	0.	30.567918	-100.64435                                                                                                                                
83073	Sonora--Jamestown--Phoenix Lake, CA Urban Cluster	C	80826327	559493	31.207	0.216	38.001669	-120.317395                                                                                            
83089	Soperton, GA Urban Cluster	C	6428381	91756	2.482	0.035	32.37269	-82.596427                                                                                                                        
83116	South Bend, IN--MI Urbanized Area	U	417310226	8281569	161.124	3.198	41.714357	-86.201743                                                                                                          
83143	South Boston, VA Urban Cluster	C	17725456	56398	6.844	0.022	36.727461	-78.911876                                                                                                                  
83156	South Deerfield, MA Urban Cluster	C	17049874	211839	6.583	0.082	42.472138	-72.580376                                                                                                              
83210	South Fallsburg, NY Urban Cluster	C	8627771	24659	3.331	0.01	41.724768	-74.617933                                                                                                                 
83251	South Haven, MI Urban Cluster	C	13555251	257197	5.234	0.099	42.394828	-86.269633                                                                                                                  
83278	South Hill, VA Urban Cluster	C	12525916	86575	4.836	0.033	36.72211	-78.115354                                                                                                                     
83305	South Lake Tahoe, CA--NV Urban Cluster	C	43208120	570993	16.683	0.22	38.91344	-119.968216                                                                                                         
83332	South Lyon--Howell, MI Urbanized Area	U	265933233	24500157	102.677	9.46	42.507278	-83.806042                                                                                                      
83359	Southold, NY Urban Cluster	C	28817851	2503038	11.127	0.966	41.081027	-72.395373                                                                                                                   
83368	South Paris, ME Urban Cluster	C	11663357	262000	4.503	0.101	44.21559	-70.521238                                                                                                                   
83377	South Pittsburg, TN--AL Urban Cluster	C	12823396	0	4.951	0.	35.009909	-85.711954                                                                                                                  
83386	South Vacherie, LA Urban Cluster	C	3838192	10034	1.482	0.004	29.935533	-90.695285                                                                                                                 
83440	Sparta, GA Urban Cluster	C	9971571	44375	3.85	0.017	33.275141	-82.973767                                                                                                                          
83467	Sparta, IL Urban Cluster	C	6200214	14691	2.394	0.006	38.129284	-89.704753                                                                                                                         
83480	Sparta, MI Urban Cluster	C	4474631	4498	1.728	0.002	43.156675	-85.708595                                                                                                                          
83494	Sparta, TN Urban Cluster	C	16544244	0	6.388	0.	35.934821	-85.479715                                                                                                                               
83521	Sparta, WI Urban Cluster	C	14106479	0	5.447	0.	43.938943	-90.816441                                                                                                                               
83548	Spartanburg, SC Urbanized Area	U	492272388	7734169	190.067	2.986	34.974865	-81.989514                                                                                                             
